Airline,SourceAirport,DestinationAirport,SourceAirport_City,SourceAirport_Country,SourceAirport_Latitude,SourceAirport_Longitude,SourceAirport_Altitude,DestinationAirport_City,DestinationAirport_Country,DestinationAirport_Latitude,DestinationAirport_Longitude,DestinationAirport_Altitude,Distance,FlyTime,Price
Air Canada,Fort St John Airport,Vancouver International Airport,Fort Saint John,Canada,56.23809814453125,-120.73999786376952,2280,Vancouver,Canada,49.193901062,-123.183998108,14,800.2581803909238,1.7958227849794315,152.95567705359923
Air Canada,Prince George Airport,Vancouver International Airport,Prince George,Canada,53.8894004822,-122.679000854,2267,Vancouver,Canada,49.193901062,-123.183998108,14,523.2786846445631,1.0087955899768042,137.6986404235587
Air Canada,Northwest Regional Airport Terrace-Kitimat,Vancouver International Airport,Terrace,Canada,54.468498,-128.576009,713,Vancouver,Canada,49.193901062,-123.183998108,14,693.2862569517467,1.6733636396416838,89.1148373670121
Air Canada,Smithers Airport,Vancouver International Airport,Smithers,Canada,54.82469940185547,-127.18299865722656,1712,Vancouver,Canada,49.193901062,-123.183998108,14,683.0533490712688,1.6295209910088246,88.92004503794332
Air Canada,Penticton Airport,Vancouver International Airport,Penticton,Canada,49.46310043334961,-119.60199737548828,1129,Vancouver,Canada,49.193901062,-123.183998108,14,261.275593865307,1.1374046412161163,115.88130927128174
Air Canada,Sandspit Airport,Vancouver International Airport,Sandspit,Canada,53.25429916379999,-131.813995361,21,Vancouver,Canada,49.193901062,-123.183998108,14,750.8386088605233,1.0308535113293151,132.41520619293436
Delta Air Lines,John Wayne Airport-Orange County Airport,Vancouver International Airport,Santa Ana,United States,33.67570114,-117.8679962,56,Vancouver,Canada,49.193901062,-123.183998108,14,1780.3964813807095,3.0588614077419605,269.67257985438107
Delta Air Lines,Minneapolis-St Paul International/Wold-Chamberlain Airport,Vancouver International Airport,Minneapolis,United States,44.882,-93.221802,841,Vancouver,Canada,49.193901062,-123.183998108,14,2304.584621121783,3.763587589472571,297.20445493658605
Delta Air Lines,Salt Lake City International Airport,Vancouver International Airport,Salt Lake City,United States,40.78839874267578,-111.97799682617188,4227,Vancouver,Canada,49.193901062,-123.183998108,14,1281.9190112579358,1.818042875964085,204.38421124170333
WestJet,Ellison Onizuka Kona International At Keahole Airport,Vancouver International Airport,Kona,United States,19.738783,-156.045603,47,Vancouver,Canada,49.193901062,-123.183998108,14,4385.283194034786,5.975247516399983,530.8751426494583
WestJet,Lihue Airport,Vancouver International Airport,Lihue,United States,21.97599983215332,-159.33900451660156,153,Vancouver,Canada,49.193901062,-123.183998108,14,4382.733106143049,5.5863200761807805,443.2165137862085
WestJet,Palm Springs International Airport,Vancouver International Airport,Palm Springs,United States,33.8297004699707,-116.50700378417967,477,Vancouver,Canada,49.193901062,-123.183998108,14,1794.8276769692134,2.776262773288798,211.3301938935475
Pacific Coastal Airline,Bella Coola Airport,Vancouver International Airport,Bella Coola,Canada,52.387501,-126.596001,117,Vancouver,Canada,49.193901062,-123.183998108,14,428.40943188027586,0.7646119887563616,65.57469914479083
Pacific Coastal Airline,Anahim Lake Airport,Vancouver International Airport,Anahim Lake,Canada,52.45249938964844,-125.3030014038086,3635,Vancouver,Canada,49.193901062,-123.183998108,14,391.67683167251,0.9247381215666316,127.3024283707009
Pacific Coastal Airline,Campbell River Airport,Vancouver International Airport,Campbell River,Canada,49.950801849365234,-125.27100372314452,346,Vancouver,Canada,49.193901062,-123.183998108,14,172.41766489496155,0.5670380665944932,98.55412903170081
Pacific Coastal Airline,Powell River Airport,Vancouver International Airport,Powell River,Canada,49.83420181274414,-124.5,425,Vancouver,Canada,49.193901062,-123.183998108,14,118.72250829708013,0.21051492947370812,54.851853766259026
Pacific Coastal Airline,Port Hardy Airport,Vancouver International Airport,Port Hardy,Canada,50.68059921264648,-127.36699676513672,71,Vancouver,Canada,49.193901062,-123.183998108,14,341.90705169953685,1.4205349367334459,51.978431839329836
Pacific Coastal Airline,Trail Airport,Vancouver International Airport,Trail,Canada,49.0555992126,-117.60900116,1427,Vancouver,Canada,49.193901062,-123.183998108,14,405.8782578975867,0.5166419938241434,89.81213297944582
Pacific Coastal Airline,Masset Airport,Vancouver International Airport,Masset,Canada,54.02750015258789,-132.125,25,Vancouver,Canada,49.193901062,-123.183998108,14,817.4788529932506,1.8660374189168296,121.31702584947155
United Airlines,Chicago O'Hare International Airport,Calgary International Airport,Chicago,United States,41.9786,-87.9048,672,Calgary,Canada,51.113899231,-114.019996643,3557,2224.2675928381555,2.7931045786450346,244.76762674915466
United Airlines,Denver International Airport,Calgary International Airport,Denver,United States,39.861698150635,-104.672996521,5431,Calgary,Canada,51.113899231,-114.019996643,3557,1445.2572915781273,2.1255437696560286,228.0424917261055
United Airlines,George Bush Intercontinental Houston Airport,Calgary International Airport,Houston,United States,29.984399795532227,-95.34140014648438,97,Calgary,Canada,51.113899231,-114.019996643,3557,2812.5460315517835,4.114839685631634,347.76009093896823
United Airlines,Portland International Airport,Calgary International Airport,Portland,United States,45.58869934,-122.5979996,31,Calgary,Canada,51.113899231,-114.019996643,3557,881.6724020970245,2.0720499457791006,161.24334423426018
United Airlines,San Francisco International Airport,Calgary International Airport,San Francisco,United States,37.61899948120117,-122.375,13,Calgary,Canada,51.113899231,-114.019996643,3557,1638.4402570492175,2.8377764927972366,237.19002666104177
American Airlines,McCarran International Airport,Calgary International Airport,Las Vegas,United States,36.08010101,-115.1520004,2181,Calgary,Canada,51.113899231,-114.019996643,3557,1674.1124683243647,2.9959320082228453,262.3302494355779
American Airlines,Los Angeles International Airport,Calgary International Airport,Los Angeles,United States,33.94250107,-118.4079971,125,Calgary,Canada,51.113899231,-114.019996643,3557,1942.0443487528596,3.2465781816957486,272.786401848286
American Airlines,Dallas Fort Worth International Airport,Calgary International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,607,Calgary,Canada,51.113899231,-114.019996643,3557,2451.1967516806203,3.06364803923303,292.40603802897897
American Airlines,John F Kennedy International Airport,Calgary International Airport,New York,United States,40.63980103,-73.77890015,13,Calgary,Canada,51.113899231,-114.019996643,3557,3277.130050883515,4.975030080476286,395.22396627194286
American Airlines,Phoenix Sky Harbor International Airport,Calgary International Airport,Phoenix,United States,33.43429946899414,-112.01200103759766,1135,Calgary,Canada,51.113899231,-114.019996643,3557,1972.6192703617128,3.181822278966755,245.12939556186768
American Airlines,San Diego International Airport,Calgary International Airport,San Diego,United States,32.7336006165,-117.190002441,17,Calgary,Canada,51.113899231,-114.019996643,3557,2060.059729675523,2.6234649747800036,262.5441564302099
Air Canada,Vancouver International Airport,Calgary International Airport,Vancouver,Canada,49.193901062,-123.183998108,14,Calgary,Canada,51.113899231,-114.019996643,3557,686.3705205426669,0.9303047493327014,155.5816071269598
Air Canada,Edmonton International Airport,Calgary International Airport,Edmonton,Canada,53.3097000122,-113.580001831,2373,Calgary,Canada,51.113899231,-114.019996643,3557,245.9940921872398,0.4135841035742824,119.02408431156137
Air Canada,Kelowna International Airport,Calgary International Airport,Kelowna,Canada,49.9561004639,-119.377998352,1421,Calgary,Canada,51.113899231,-114.019996643,3557,399.85837159488807,1.442452079813393,68.63107111856209
Air Canada,Ottawa Macdonald-Cartier International Airport,Calgary International Airport,Ottawa,Canada,45.3224983215332,-75.66919708251953,374,Calgary,Canada,51.113899231,-114.019996643,3557,2878.5458080456365,3.778050845485957,335.11931269677615
Air Canada,Yellowknife Airport,Calgary International Airport,Yellowknife,Canada,62.462799072265625,-114.44000244140624,675,Calgary,Canada,51.113899231,-114.019996643,3557,1262.1925269254862,2.488508275426934,130.59250000150573
Air Canada,Winnipeg / James Armstrong Richardson International Airport,Calgary International Airport,Winnipeg,Canada,49.9099998474,-97.2398986816,783,Calgary,Canada,51.113899231,-114.019996643,3557,1191.4270996199175,1.812089697634066,193.2277542014529
Air Canada,Montreal / Pierre Elliott Trudeau International Airport,Calgary International Airport,Montreal,Canada,45.4706001282,-73.7407989502,118,Calgary,Canada,51.113899231,-114.019996643,3557,3005.5350317403663,4.498171994128701,343.9963638825222
Air Canada,Cranbrook/Canadian Rockies International Airport,Calgary International Airport,Cranbrook,Canada,49.610801696777,-115.78199768066,3082,Calgary,Canada,51.113899231,-114.019996643,3557,208.68848163852294,0.6478219666989262,62.686130857942686
Air Canada,Victoria International Airport,Calgary International Airport,Victoria,Canada,48.646900177,-123.426002502,63,Calgary,Canada,51.113899231,-114.019996643,3557,726.9886308433439,0.9508492559991152,127.77093733811965
Air Canada,Newark Liberty International Airport,Calgary International Airport,Newark,United States,40.692501068115234,-74.168701171875,18,Calgary,Canada,51.113899231,-114.019996643,3557,3246.708056192322,4.710631084286244,340.2864286446265
Air Canada,Lester B. Pearson International Airport,Calgary International Airport,Toronto,Canada,43.6772003174,-79.63059997559999,569,Calgary,Canada,51.113899231,-114.019996643,3557,2689.181913071905,3.6215449646759197,347.77516703702673
Air Canada,Castlegar/West Kootenay Regional Airport,Calgary International Airport,Castlegar,Canada,49.2963981628,-117.632003784,1624,Calgary,Canada,51.113899231,-114.019996643,3557,326.92904405267427,0.8314683747702412,94.66942438342511
Air Canada,Kamloops Airport,Calgary International Airport,Kamloops,Canada,50.7022018433,-120.444000244,1133,Calgary,Canada,51.113899231,-114.019996643,3557,452.5978862670541,1.0000405144959554,89.69183755700087
Air Canada,Fort McMurray Airport,Calgary International Airport,Fort Mcmurray,Canada,56.653301239,-111.222000122,1211,Calgary,Canada,51.113899231,-114.019996643,3557,642.5341936949069,1.1875846698865913,152.14403369271298
Air Canada,Red Deer Regional Airport,Calgary International Airport,Red Deer Industrial,Canada,52.18220138549805,-113.8939971923828,2968,Calgary,Canada,51.113899231,-114.019996643,3557,119.10740493061533,1.0374902058485456,80.62643900144238
Air Canada,Lethbridge County Airport,Calgary International Airport,Lethbridge,Canada,49.6302986145,-112.800003052,3048,Calgary,Canada,51.113899231,-114.019996643,3557,186.27496369669956,1.230090198506575,27.347212141717055
Air Canada,Regina International Airport,Calgary International Airport,Regina,Canada,50.43190002441406,-104.66600036621094,1894,Calgary,Canada,51.113899231,-114.019996643,3557,661.6656214373212,1.4696184520930644,159.96541784367338
Air Canada,Grande Prairie Airport,Calgary International Airport,Grande Prairie,Canada,55.1796989441,-118.885002136,2195,Calgary,Canada,51.113899231,-114.019996643,3557,556.1831629760627,1.1200595940141387,117.55867935989829
Air Canada,Saskatoon John G. Diefenbaker International Airport,Calgary International Airport,Saskatoon,Canada,52.17079925537109,-106.6999969482422,1653,Calgary,Canada,51.113899231,-114.019996643,3557,518.3549295600163,0.8707385016126109,147.17605793660198
Air Canada,Medicine Hat Airport,Calgary International Airport,Medicine Hat,Canada,50.01890182495117,-110.72100067138672,2352,Calgary,Canada,51.113899231,-114.019996643,3557,262.86619905191293,0.5143300648154603,41.90398547944197
Delta Air Lines,Minneapolis-St Paul International/Wold-Chamberlain Airport,Calgary International Airport,Minneapolis,United States,44.882,-93.221802,841,Calgary,Canada,51.113899231,-114.019996643,3557,1688.0101736395304,2.1545239353562646,247.6989463408638
Delta Air Lines,Salt Lake City International Airport,Calgary International Airport,Salt Lake City,United States,40.78839874267578,-111.97799682617188,4227,Calgary,Canada,51.113899231,-114.019996643,3557,1158.8225494094654,1.5418911504695423,152.14903691025026
Alaska Airlines,Seattle Tacoma International Airport,Calgary International Airport,Seattle,United States,47.449001,-122.308998,433,Calgary,Canada,51.113899231,-114.019996643,3557,725.6736186426605,1.8528514486239183,111.86641724621649
WestJet,Orlando International Airport,Calgary International Airport,Orlando,United States,28.429399490356445,-81.30899810791016,96,Calgary,Canada,51.113899231,-114.019996643,3557,3711.125101461823,4.722887102383915,420.0548227448844
WestJet,Comox Airport,Calgary International Airport,Comox,Canada,49.71080017089844,-124.88700103759766,84,Calgary,Canada,51.113899231,-114.019996643,3557,784.90649875652,1.9183902936010946,142.4151328441656
WestJet,Palm Springs International Airport,Calgary International Airport,Palm Springs,United States,33.8297004699707,-116.50700378417967,477,Calgary,Canada,51.113899231,-114.019996643,3557,1932.4201956543122,3.216082814906536,240.07262449425374
WestJet,Halifax / Stanfield International Airport,Calgary International Airport,Halifax,Canada,44.8807983398,-63.5085983276,477,Calgary,Canada,51.113899231,-114.019996643,3557,3745.1542541057815,4.760644916332537,382.33323785688975
WestJet,Waterloo Airport,Calgary International Airport,Waterloo,Canada,43.4608001709,-80.3786010742,1055,Calgary,Canada,51.113899231,-114.019996643,3557,2649.3058386434263,3.818371342098187,287.78408699051477
WestJet,Nanaimo Airport,Calgary International Airport,Nanaimo,Canada,49.0549702249,-123.869862556,92,Calgary,Canada,51.113899231,-114.019996643,3557,738.4554446066153,1.125989170401991,104.41268521851754
WestJet,Windsor Airport,Calgary International Airport,Windsor,Canada,42.27560043334961,-82.95559692382812,622,Calgary,Canada,51.113899231,-114.019996643,3557,2541.031217363221,4.003394679573999,268.5760449769348
WestJet,Fort St John Airport,Calgary International Airport,Fort Saint John,Canada,56.23809814453125,-120.73999786376952,2280,Calgary,Canada,51.113899231,-114.019996643,3557,720.8106750504464,1.5352468737574088,167.49315007277067
WestJet,Prince George Airport,Calgary International Airport,Prince George,Canada,53.8894004822,-122.679000854,2267,Calgary,Canada,51.113899231,-114.019996643,3557,661.7843568721993,1.2054314551276026,98.92443238566453
WestJet,London Airport,Calgary International Airport,London,Canada,43.035599,-81.1539,912,Calgary,Canada,51.113899231,-114.019996643,3557,2619.903779066278,3.4472252070107228,337.4043145353967
WestJet,Brandon Municipal Airport,Calgary International Airport,Brandon,Canada,49.91,-99.951897,1343,Calgary,Canada,51.113899231,-114.019996643,3557,1002.1569661912439,1.8313508722218215,137.0143615615719
WestJet,John C. Munro Hamilton International Airport,Calgary International Airport,Hamilton,Canada,43.1735992432,-79.93499755859999,780,Calgary,Canada,51.113899231,-114.019996643,3557,2696.4879594892614,4.023006790700015,317.7301825438485
WestJet,Abbotsford Airport,Calgary International Airport,Abbotsford,Canada,49.025299072265625,-122.36100006103516,195,Calgary,Canada,51.113899231,-114.019996643,3557,638.5543933367617,1.4345258552124824,131.317325359434
Air North Charter - Canada,Whitehorse / Erik Nielsen International Airport,Calgary International Airport,Whitehorse,Canada,60.7095985413,-135.067001343,2317,Calgary,Canada,51.113899231,-114.019996643,3557,1677.9159231773144,2.7840125718545923,170.3881976105442
United Airlines,Chicago O'Hare International Airport,Daniel K Inouye International Airport,Chicago,United States,41.9786,-87.9048,672,Honolulu,United States,21.32062,-157.924228,13,6819.179027522829,8.670726306036064,684.4682307593707
United Airlines,Los Angeles International Airport,Daniel K Inouye International Airport,Los Angeles,United States,33.94250107,-118.4079971,125,Honolulu,United States,21.32062,-157.924228,13,4108.224323399246,5.845288012807319,418.0575698509142
United Airlines,Newark Liberty International Airport,Daniel K Inouye International Airport,Newark,United States,40.692501068115234,-74.168701171875,18,Honolulu,United States,21.32062,-157.924228,13,7973.390332103413,10.420029003198872,848.2620482485285
United Airlines,Denver International Airport,Daniel K Inouye International Airport,Denver,United States,39.861698150635,-104.672996521,5431,Honolulu,United States,21.32062,-157.924228,13,5407.896766795556,7.122661499861317,563.3369701911798
United Airlines,Washington Dulles International Airport,Daniel K Inouye International Airport,Washington,United States,38.94449997,-77.45580292,312,Honolulu,United States,21.32062,-157.924228,13,7739.563817688131,10.396010287763994,790.9393136257066
United Airlines,George Bush Intercontinental Houston Airport,Daniel K Inouye International Airport,Houston,United States,29.984399795532227,-95.34140014648438,97,Honolulu,United States,21.32062,-157.924228,13,6272.483937992399,7.894719183758512,641.5694609543804
United Airlines,Lihue Airport,Daniel K Inouye International Airport,Lihue,United States,21.97599983215332,-159.33900451660156,153,Honolulu,United States,21.32062,-157.924228,13,163.37225695271013,0.7167160267718802,64.60514201514917
United Airlines,Kahului Airport,Daniel K Inouye International Airport,Kahului,United States,20.8986,-156.429993,54,Honolulu,United States,21.32062,-157.924228,13,161.94817782625555,0.6673290778214034,50.04669992225442
United Airlines,San Francisco International Airport,Daniel K Inouye International Airport,San Francisco,United States,37.61899948120117,-122.375,13,Honolulu,United States,21.32062,-157.924228,13,3856.886814313166,5.65850215713556,473.64913956281106
Air France,Seattle Tacoma International Airport,Daniel K Inouye International Airport,Seattle,United States,47.449001,-122.308998,433,Honolulu,United States,21.32062,-157.924228,13,4307.910295959236,5.552007959038788,489.014838520852
American Airlines,Dallas Fort Worth International Airport,Daniel K Inouye International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,607,Honolulu,United States,21.32062,-157.924228,13,6080.920427053171,8.314801248297337,627.3586152325856
American Airlines,Metropolitan Oakland International Airport,Daniel K Inouye International Airport,Oakland,United States,37.721298,-122.221001,9,Honolulu,United States,21.32062,-157.924228,13,3873.27764611408,5.322419362923364,473.4236023272732
American Airlines,Phoenix Sky Harbor International Airport,Daniel K Inouye International Airport,Phoenix,United States,33.43429946899414,-112.01200103759766,1135,Honolulu,United States,21.32062,-157.924228,13,4688.528565864707,6.020973668597708,506.51365767633644
American Airlines,Norman Y. Mineta San Jose International Airport,Daniel K Inouye International Airport,San Jose,United States,37.362598,-121.929001,62,Honolulu,United States,21.32062,-157.924228,13,3885.852302378075,5.501161519607588,445.26467751074057
Air Canada,Vancouver International Airport,Daniel K Inouye International Airport,Vancouver,Canada,49.193901062,-123.183998108,14,Honolulu,United States,21.32062,-157.924228,13,4353.582794133578,6.178664242693187,527.4455709919008
Delta Air Lines,Hartsfield Jackson Atlanta International Airport,Daniel K Inouye International Airport,Atlanta,United States,33.6367,-84.428101,1026,Honolulu,United States,21.32062,-157.924228,13,7233.925149073074,9.2417334310287,777.9622817378538
Delta Air Lines,Salt Lake City International Airport,Daniel K Inouye International Airport,Salt Lake City,United States,40.78839874267578,-111.97799682617188,4227,Honolulu,United States,21.32062,-157.924228,13,4813.144633587761,6.355343870778739,491.6066058378248
US Airways,Ellison Onizuka Kona International At Keahole Airport,Daniel K Inouye International Airport,Kona,United States,19.738783,-156.045603,47,Honolulu,United States,21.32062,-157.924228,13,263.0666669777897,1.326513014272214,95.34360060073105
US Airways,Hilo International Airport,Daniel K Inouye International Airport,Hilo,United States,19.721399307250977,-155.04800415039062,38,Honolulu,United States,21.32062,-157.924228,13,348.3210226751675,0.9072602208642406,120.36645614036016
Alaska Airlines,Ted Stevens Anchorage International Airport,Daniel K Inouye International Airport,Anchorage,United States,61.17440032958984,-149.99600219726562,152,Honolulu,United States,21.32062,-157.924228,13,4474.049817076287,6.323983191214744,494.0549756294659
Alaska Airlines,Portland International Airport,Daniel K Inouye International Airport,Portland,United States,45.58869934,-122.5979996,31,Honolulu,United States,21.32062,-157.924228,13,4188.144248140252,5.7235828215411,502.1090534239345
Alaska Airlines,San Diego International Airport,Daniel K Inouye International Airport,San Diego,United States,32.7336006165,-117.190002441,17,Honolulu,United States,21.32062,-157.924228,13,4200.729669158335,5.351502489867374,504.07750337037015
Alaska Airlines,Bellingham International Airport,Daniel K Inouye International Airport,Bellingham,United States,48.79280090332031,-122.53800201416016,170,Honolulu,United States,21.32062,-157.924228,13,4369.71290195051,6.330064856541922,458.75958239628557
Hawaiian Airlines,McCarran International Airport,Daniel K Inouye International Airport,Las Vegas,United States,36.08010101,-115.1520004,2181,Honolulu,United States,21.32062,-157.924228,13,4440.484785505455,5.763329372435089,510.87905648473185
Hawaiian Airlines,John F Kennedy International Airport,Daniel K Inouye International Airport,New York,United States,40.63980103,-73.77890015,13,Honolulu,United States,21.32062,-157.924228,13,8006.746544346022,9.97420888984969,872.9005468104987
Hawaiian Airlines,Sacramento International Airport,Daniel K Inouye International Airport,Sacramento,United States,38.69540023803711,-121.59100341796876,27,Honolulu,United States,21.32062,-157.924228,13,3959.429277647608,5.040538409464031,404.3852057213839
Hawaiian Airlines,Lanai Airport,Daniel K Inouye International Airport,Lanai,United States,20.785600662231445,-156.9510040283203,1308,Honolulu,United States,21.32062,-157.924228,13,117.21280720958468,0.862340819120275,44.87730271512967
Hawaiian Airlines,Molokai Airport,Daniel K Inouye International Airport,Molokai,United States,21.15290069580078,-157.0959930419922,454,Honolulu,United States,21.32062,-157.924228,13,87.84382643023929,0.3030478728043073,30.526526816794856
Maya Island Air,Kapalua Airport,Daniel K Inouye International Airport,Lahania-kapalua,United States,20.962900161743164,-156.67300415039062,256,Honolulu,United States,21.32062,-157.924228,13,135.72391625718754,0.35035778752545,37.24894106941491
Air Arabia,Sharjah International Airport,Lar Airport,Sharjah,United Arab Emirates,25.32859992980957,55.5172004699707,111,Lar,Iran,27.6746997833,54.3833007812,2641,284.22534029949594,1.2524216207133279,33.626348417849805
Iran Air,Hamad International Airport,Lar Airport,Doha,Qatar,25.273056,51.608056,13,Lar,Iran,27.6746997833,54.3833007812,2641,384.18542094351477,1.423825206731499,90.92123681612128
Iran Air,Mehrabad International Airport,Lar Airport,Teheran,Iran,35.68920135498047,51.31340026855469,3962,Lar,Iran,27.6746997833,54.3833007812,2641,937.1603150170332,1.1958678494879083,179.66788167374514
Iran Aseman Airlines,Dubai International Airport,Lar Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,62,Lar,Iran,27.6746997833,54.3833007812,2641,286.4601701083545,0.5988748425157457,49.53790781240153
Iran Aseman Airlines,Shiraz Shahid Dastghaib International Airport,Lar Airport,Shiraz,Iran,29.53919982910156,52.58980178833008,4920,Lar,Iran,27.6746997833,54.3833007812,2641,271.35050585113055,0.8127300283396659,31.33109344006065
Japan Airlines,Vancouver International Airport,Edmonton International Airport,Vancouver,Canada,49.193901062,-123.183998108,14,Edmonton,Canada,53.3097000122,-113.580001831,2373,809.0080391408341,1.9594919761942324,88.38337941238106
Japan Airlines,Yellowknife Airport,Edmonton International Airport,Yellowknife,Canada,62.462799072265625,-114.44000244140624,675,Edmonton,Canada,53.3097000122,-113.580001831,2373,1019.02366402424,1.9691373389259221,182.66895235890433
United Airlines,Chicago O'Hare International Airport,Edmonton International Airport,Chicago,United States,41.9786,-87.9048,672,Edmonton,Canada,53.3097000122,-113.580001831,2373,2279.8483235865992,3.486171975835447,261.1509512095736
United Airlines,Newark Liberty International Airport,Edmonton International Airport,Newark,United States,40.692501068115234,-74.168701171875,18,Edmonton,Canada,53.3097000122,-113.580001831,2373,3248.010419082063,4.67632509924459,411.6045873041184
United Airlines,Denver International Airport,Edmonton International Airport,Denver,United States,39.861698150635,-104.672996521,5431,Edmonton,Canada,53.3097000122,-113.580001831,2373,1640.0048892872248,2.9257969584149244,245.37901526937566
United Airlines,George Bush Intercontinental Houston Airport,Edmonton International Airport,Houston,United States,29.984399795532227,-95.34140014648438,97,Edmonton,Canada,53.3097000122,-113.580001831,2373,2984.4547853357753,4.38059010066608,335.7424211160853
United Airlines,San Francisco International Airport,Edmonton International Airport,San Francisco,United States,37.61899948120117,-122.375,13,Edmonton,Canada,53.3097000122,-113.580001831,2373,1871.347619830727,3.135202078460776,206.8068972868161
KLM Royal Dutch Airlines,Calgary International Airport,Edmonton International Airport,Calgary,Canada,51.113899231,-114.019996643,3557,Edmonton,Canada,53.3097000122,-113.580001831,2373,245.9940921872398,1.0210099650358453,91.95471467670824
KLM Royal Dutch Airlines,Winnipeg / James Armstrong Richardson International Airport,Edmonton International Airport,Winnipeg,Canada,49.9099998474,-97.2398986816,783,Edmonton,Canada,53.3097000122,-113.580001831,2373,1186.8430151324453,2.177641580971283,144.3214194939129
American Airlines,McCarran International Airport,Edmonton International Airport,Las Vegas,United States,36.08010101,-115.1520004,2181,Edmonton,Canada,53.3097000122,-113.580001831,2373,1919.7491608825505,2.460022306726013,229.10618368959734
American Airlines,Los Angeles International Airport,Edmonton International Airport,Los Angeles,United States,33.94250107,-118.4079971,125,Edmonton,Canada,53.3097000122,-113.580001831,2373,2187.0714958293047,3.4112769881158527,267.1816547187667
American Airlines,Dallas Fort Worth International Airport,Edmonton International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,607,Edmonton,Canada,53.3097000122,-113.580001831,2373,2622.9780801931,3.353292578963508,302.56779777716736
American Airlines,Phoenix Sky Harbor International Airport,Edmonton International Airport,Phoenix,United States,33.43429946899414,-112.01200103759766,1135,Edmonton,Canada,53.3097000122,-113.580001831,2373,2213.5398252208074,2.8999183183106703,286.7843293470756
Air Canada,Ottawa Macdonald-Cartier International Airport,Edmonton International Airport,Ottawa,Canada,45.3224983215332,-75.66919708251953,374,Edmonton,Canada,53.3097000122,-113.580001831,2373,2849.371233916284,4.191541542797046,322.68272893196297
Air Canada,Montreal / Pierre Elliott Trudeau International Airport,Edmonton International Airport,Montreal,Canada,45.4706001282,-73.7407989502,118,Edmonton,Canada,53.3097000122,-113.580001831,2373,2968.7659085459522,4.279168953816239,314.71951532060245
Air Canada,Lester B. Pearson International Airport,Edmonton International Airport,Toronto,Canada,43.6772003174,-79.63059997559999,569,Edmonton,Canada,53.3097000122,-113.580001831,2373,2689.1056079193886,3.891318365649101,302.90822233711555
Air Canada,Fort McMurray Airport,Edmonton International Airport,Fort Mcmurray,Canada,56.653301239,-111.222000122,1211,Edmonton,Canada,53.3097000122,-113.580001831,2373,401.02274582697174,0.6089716824520588,43.33299526307854
Air Canada,Regina International Airport,Edmonton International Airport,Regina,Canada,50.43190002441406,-104.66600036621094,1894,Edmonton,Canada,53.3097000122,-113.580001831,2373,689.9349391065253,1.1969201439326953,131.7019744456763
Air Canada,Grande Prairie Airport,Edmonton International Airport,Grande Prairie,Canada,55.1796989441,-118.885002136,2195,Edmonton,Canada,53.3097000122,-113.580001831,2373,402.39066195152,0.502391698305706,43.81356081208401
Air Canada,Saskatoon John G. Diefenbaker International Airport,Edmonton International Airport,Saskatoon,Canada,52.17079925537109,-106.6999969482422,1653,Edmonton,Canada,53.3097000122,-113.580001831,2373,479.95209837820687,1.1797669985124215,88.27895974836582
Delta Air Lines,Minneapolis-St Paul International/Wold-Chamberlain Airport,Edmonton International Airport,Minneapolis,United States,44.882,-93.221802,841,Edmonton,Canada,53.3097000122,-113.580001831,2373,1744.2239631333648,2.6058467882861045,207.01874703753305
Alaska Airlines,Seattle Tacoma International Airport,Edmonton International Airport,Seattle,United States,47.449001,-122.308998,433,Edmonton,Canada,53.3097000122,-113.580001831,2373,897.5350672640578,1.5173887608501135,106.7912546496982
WestJet,Kelowna International Airport,Edmonton International Airport,Kelowna,Canada,49.9561004639,-119.377998352,1421,Edmonton,Canada,53.3097000122,-113.580001831,2373,546.6655166405194,1.2248091322875005,115.37952926697622
WestJet,Comox Airport,Edmonton International Airport,Comox,Canada,49.71080017089844,-124.88700103759766,84,Edmonton,Canada,53.3097000122,-113.580001831,2373,877.5393317787644,1.8140700313252838,158.9016542527126
WestJet,Victoria International Airport,Edmonton International Airport,Victoria,Canada,48.646900177,-123.426002502,63,Edmonton,Canada,53.3097000122,-113.580001831,2373,861.2865725724531,1.3495029655515047,127.3633101034728
WestJet,Palm Springs International Airport,Edmonton International Airport,Palm Springs,United States,33.8297004699707,-116.50700378417967,477,Edmonton,Canada,53.3097000122,-113.580001831,2373,2178.4139191992745,3.0483333436369864,278.2941386181931
WestJet,John C. Munro Hamilton International Airport,Edmonton International Airport,Hamilton,Canada,43.1735992432,-79.93499755859999,780,Edmonton,Canada,53.3097000122,-113.580001831,2373,2702.0848511992476,3.9357701078297613,298.4176765004423
WestJet,Abbotsford Airport,Edmonton International Airport,Abbotsford,Canada,49.025299072265625,-122.36100006103516,195,Edmonton,Canada,53.3097000122,-113.580001831,2373,774.8423498202985,1.6444336107365598,119.84428561700236
Northwestern Air,Hay River / Merlyn Carter Airport,Edmonton International Airport,Hay River,Canada,60.8396987915,-115.782997131,541,Edmonton,Canada,53.3097000122,-113.580001831,2373,847.6944339939356,2.010315922685246,95.53727660122418
